Iteration	Replicate_ID	Posterior	Likelihood	Prior	delta	gamma
96	0	-2.38368	-6.932227	4.548548	0.004794949	0.0008673013
97	1	-6.284811	-10.65962	4.374813	0.01845662	0.004579117
98	0	-2.183441	-6.746718	4.563277	0.003387425	0.0008018825
99	1	-6.61994	-10.97898	4.359044	0.0130195	0.01159316
100	0	-3.303942	-7.810386	4.506444	0.008126532	0.001746066
101	1	-6.578208	-10.97061	4.392399	0.006776541	0.01450056
102	0	-4.681962	-9.12907	4.447108	0.01317529	0.002630935
103	1	-3.896868	-8.396187	4.499319	0.005127249	0.005457859
104	0	-3.442924	-7.941706	4.498783	0.009626663	0.001012087
105	1	-4.022312	-8.502666	4.480354	0.008252311	0.004229354
106	0	-3.647349	-8.138956	4.491606	0.00930624	0.002050143
107	1	-4.112249	-8.62505	4.512802	0.002789342	0.006447508
108	0	-5.481869	-9.898052	4.416183	0.01732696	0.00157173
109	1	-3.521238	-8.018778	4.49754	0.008630796	0.00213222
110	0	-2.354893	-6.907803	4.55291	0.004177912	0.001048084
111	1	-2.448738	-7.023789	4.575052	0.001650429	0.001361438
112	0	-3.233899	-7.744339	4.51044	0.007536431	0.001936573
113	1	-4.783728	-9.228234	4.444506	0.01478824	0.001278203
114	0	-3.652325	-8.142276	4.489951	0.01088043	0.0006415197
115	1	-6.014355	-10.41276	4.398403	0.02003603	0.0006406726
116	0	-2.593869	-7.135579	4.54171	0.004889871	0.001456164
117	1	-2.908337	-7.432702	4.524365	0.00659651	0.001483988
118	0	-4.860683	-9.300193	4.43951	0.01389804	0.00266798
119	1	-3.766508	-8.252402	4.485895	0.01019	0.001737553
120	0	-3.889405	-8.372367	4.482962	0.009107496	0.003113334
121	1	-2.455618	-6.998336	4.542718	0.00556934	0.0006758632
122	0	-3.421604	-7.96159	4.539985	0.002229338	0.004289138
123	1	-3.186692	-7.712224	4.525532	0.004553288	0.003410565
124	0	-6.497162	-10.93213	4.434971	0.002771778	0.01424813
125	1	-6.919859	-11.33563	4.415771	0.002973671	0.01596622
126	0	-4.689795	-9.163318	4.473523	0.005065213	0.008099528
127	1	-7.721974	-12.03176	4.309786	0.02496432	0.004574145
128	0	-5.708476	-10.12564	4.417164	0.008212139	0.01058843
129	1	-3.776364	-8.283672	4.507308	0.004520858	0.005265319
130	0	-6.632276	-10.99368	4.361408	0.01211592	0.01226024
131	1	-4.138683	-8.627368	4.488684	0.005551908	0.006096661
132	0	-6.132145	-10.51526	4.383117	0.01829913	0.003906147
133	1	-2.671102	-7.203929	4.532827	0.006376919	0.0008574367
134	0	-4.059576	-8.538867	4.479291	0.008161285	0.004426623
135	1	-1.973725	-6.548944	4.575219	0.002668873	0.0003262649
136	0	-2.776618	-7.320203	4.543585	0.003734439	0.002424091
137	1	-1.98231	-6.554648	4.572338	0.002959971	0.000323199
138	0	-2.566437	-7.13744	4.571003	0.001708884	0.001707822
139	1	-1.96175	-6.532198	4.570448	0.003260462	0.0002117511
140	0	-4.755867	-9.249302	4.493436	0.002761023	0.008412423
141	1	-2.520561	-7.058369	4.537808	0.006327658	0.0004086084
142	0	-7.991649	-12.26832	4.276668	0.02156603	0.01128423
143	1	-2.287824	-6.880769	4.592945	0.0009667135	0.0002557608
144	0	-7.120882	-11.4497	4.328816	0.01543313	0.01220232
145	1	-2.761914	-7.359536	4.597622	0.0004980884	0.0002567275
146	0	-4.753954	-9.215388	4.461434	0.006585022	0.007788619
147	1	-2.940226	-7.53822	4.597994	0.0004104595	0.0003071169
148	0	-4.074211	-8.584511	4.510299	0.003118137	0.006368957
149	1	-2.911051	-7.499244	4.588193	0.0006254817	0.001072233
150	0	-4.684652	-9.131856	4.447204	0.01183622	0.00396039
151	1	-2.587779	-7.143526	4.555747	0.002932689	0.00200961
152	0	-5.167233	-9.59265	4.425416	0.01289315	0.005082233
153	1	-4.479237	-8.998231	4.518994	0.001633756	0.006983827
154	0	-3.858451	-8.342678	4.484227	0.009057497	0.003036846
155	1	-2.819162	-7.384461	4.565299	0.001642608	0.002344523
156	0	-3.137011	-7.660072	4.523062	0.005231637	0.002979221
157	1	-2.970639	-7.525998	4.555359	0.002027627	0.002953453
158	0	-2.643655	-7.17839	4.534735	0.006092994	0.0009504994
159	1	-2.166784	-6.746581	4.579797	0.001829996	0.0007073256
160	0	-2.283739	-6.854972	4.571233	0.002253952	0.001139774
161	1	-2.291246	-6.867557	4.57631	0.001843974	0.001042004
162	0	-2.009793	-6.57872	4.568927	0.003284681	0.0003396446
163	1	-2.176188	-6.763281	4.587093	0.00136395	0.0004438054
164	0	-3.460362	-7.957904	4.497541	0.01042744	0.0003354556
165	1	-3.215887	-7.723475	4.507588	0.009251605	0.0005065759
166	0	-2.502642	-7.061944	4.559301	0.00281062	0.001776272
167	1	-2.944526	-7.481905	4.537378	0.003900893	0.002878296
168	0	-2.839828	-7.375955	4.536128	0.004557557	0.002346678
169	1	-3.980551	-8.458176	4.477626	0.01016	0.002594446
170	0	-2.587736	-7.152249	4.564513	0.002129065	0.001936604
171	1	-5.002044	-9.436563	4.434519	0.01507169	0.001993426
172	0	-2.684704	-7.248549	4.563845	0.001980325	0.00215221
173	1	-3.324521	-7.837225	4.512704	0.006102367	0.003144251
174	0	-2.370188	-6.92124	4.551052	0.004412794	0.0009990201
175	1	-3.113143	-7.6477	4.534557	0.003617872	0.003443432
176	0	-3.239485	-7.746546	4.507061	0.009001047	0.0008098408
177	1	-3.367292	-7.872666	4.505374	0.007693543	0.002286078
178	0	-4.022253	-8.498464	4.476211	0.01001605	0.002879873
179	1	-8.592859	-12.83895	4.246095	0.01687801	0.01902954
180	0	-3.678446	-8.179498	4.501053	0.006089927	0.004321832
181	1	-5.773182	-10.17116	4.397982	0.01298962	0.007729215
182	0	-2.855449	-7.404909	4.54946	0.002800489	0.002770537
183	1	-5.970212	-10.36296	4.392752	0.01149554	0.009746327
184	0	-4.348839	-8.813522	4.464683	0.009470788	0.004577943
185	1	-6.548428	-10.91461	4.366178	0.01183717	0.01206208
186	0	-4.598718	-9.055962	4.457244	0.008761131	0.006031454
187	1	-7.324434	-11.64377	4.319333	0.01505409	0.01352962
188	0	-4.996768	-9.454544	4.457776	0.00580236	0.008937085
189	1	-6.160325	-10.56118	4.400855	0.00797658	0.0124549
190	0	-2.753884	-7.284995	4.531111	0.006122294	0.001283624
191	1	-2.474259	-7.032065	4.557806	0.003057834	0.001678614
192	0	-2.778924	-7.315698	4.536775	0.004762788	0.002076752
193	1	-6.450632	-10.90502	4.454386	0.00171898	0.0133594
194	0	-2.606696	-7.145688	4.538992	0.005357382	0.001260438
195	1	-6.257862	-10.72255	4.464685	0.001560063	0.01248842
196	0	-3.143056	-7.656793	4.513737	0.007472116	0.001671226
197	1	-4.57308	-9.060196	4.487116	0.003885338	0.007920083
198	0	-3.266668	-7.773569	4.506901	0.008522974	0.001303902
199	1	-3.147292	-7.681422	4.534131	0.003546752	0.003557194
200	0	-5.291123	-9.712931	4.421808	0.01585862	0.002477586
201	1	-5.736438	-10.14058	4.404141	0.01787865	0.002224245
202	0	-4.985396	-9.419486	4.43409	0.01208975	0.005018293
203	1	-3.675856	-8.167618	4.491762	0.008701915	0.002638925
204	0	-2.837511	-7.388104	4.550593	0.00273949	0.002718258
205	1	-2.481724	-7.025404	4.543679	0.005176927	0.000972165
206	0	-3.218063	-7.762168	4.544105	0.002359256	0.003747224
207	1	-2.209187	-6.776811	4.567624	0.002791505	0.00096311
208	0	-3.791943	-8.312404	4.52046	0.002963956	0.005507024
209	1	-2.006339	-6.579236	4.572896	0.002822692	0.0004046865
210	0	-3.008235	-7.550743	4.542508	0.003063043	0.00320316
211	1	-2.078828	-6.663027	4.584199	0.001686536	0.000410588
212	0	-4.111325	-8.582707	4.471383	0.01209715	0.001281602
213	1	-2.166618	-6.740623	4.574005	0.002287205	0.0008293197
214	0	-2.742726	-7.281032	4.538306	0.004687822	0.001998596
215	1	-2.55137	-7.091339	4.539969	0.005519784	0.001000309
216	0	-2.259623	-6.816574	4.556951	0.003977115	0.0008448215
217	1	-2.673996	-7.212617	4.538621	0.0050127	0.001642205
218	0	-3.887777	-8.417229	4.529452	0.002029511	0.005542277
219	1	-3.973835	-8.483405	4.50957	0.003498893	0.006061111
220	0	-4.2627	-8.73069	4.46799	0.009472761	0.004245274
221	1	-4.9217	-9.361308	4.439609	0.01045854	0.006097624
222	0	-3.469701	-7.973925	4.504224	0.006978734	0.003115911
223	1	-3.990557	-8.473923	4.483366	0.007704971	0.004475483
224	0	-3.098334	-7.614806	4.516472	0.007069918	0.001799885
225	1	-3.979061	-8.468105	4.489044	0.006466445	0.005146124
226	0	-3.303049	-7.81062	4.507571	0.007705396	0.002054538
227	1	-2.898119	-7.42346	4.525341	0.006418187	0.00156475
228	0	-6.226187	-10.60024	4.374057	0.01567644	0.007434909
229	1	-2.57715	-7.130197	4.553047	0.003270831	0.00194151
230	0	-3.118553	-7.641835	4.523282	0.005299256	0.002889529
231	1	-2.709891	-7.251079	4.541188	0.004372488	0.002025696
232	0	-2.750103	-7.29277	4.542668	0.003968187	0.002282081
233	1	-3.916914	-8.412485	4.495571	0.005634155	0.005325756
234	0	-3.079718	-7.618194	4.538476	0.003274873	0.00339452
235	1	-4.185866	-8.684724	4.498857	0.00395181	0.006679475
236	0	-3.438475	-7.956763	4.518288	0.004468843	0.00421935
237	1	-3.393216	-7.906368	4.513152	0.005554902	0.003646937
238	0	-4.693608	-9.15478	4.461172	0.007030547	0.00736928
239	1	-4.044321	-8.548668	4.504347	0.003832715	0.006249584
240	0	-5.31682	-9.749606	4.432786	0.008096677	0.009141755
241	1	-5.775213	-10.19114	4.415926	0.007964921	0.0109595
242	0	-3.771049	-8.265204	4.494155	0.006914248	0.004187244
243	1	-3.559906	-8.063467	4.503561	0.006398311	0.00376265
244	0	-3.23973	-7.749537	4.509806	0.007689726	0.001846652
245	1	-2.954116	-7.478344	4.524227	0.006234163	0.001860111
246	0	-2.75084	-7.278051	4.527211	0.007385396	0.0004105142
247	1	-2.859722	-7.383789	4.524068	0.007200331	0.0009099376
248	0	-3.452673	-7.950521	4.497849	0.01039357	0.0003385743
249	1	-3.495807	-7.992141	4.496334	0.01013313	0.000750477
250	0	-2.349521	-6.910511	4.560991	0.003094802	0.001323165
251	1	-3.012649	-7.551494	4.538845	0.003458819	0.003173661
252	0	-3.805188	-8.289117	4.483929	0.01081052	0.001313569
253	1	-3.171139	-7.711869	4.54073	0.002771458	0.003672574
254	0	-3.94801	-8.451332	4.503323	0.004325784	0.005858958
255	1	-4.366095	-8.898382	4.532287	0.001172562	0.006115723
256	0	-5.136354	-9.616439	4.480085	0.002867416	0.009641057
257	1	-6.263805	-10.76132	4.497515	0.0005679807	0.0101975
258	0	-3.780688	-8.268936	4.488248	0.008572968	0.003119213
259	1	-2.986183	-7.539606	4.553423	0.002139086	0.003035629
260	0	-3.219241	-7.736637	4.517396	0.005830612	0.002946759
261	1	-3.417027	-7.96041	4.543384	0.001994664	0.004184002
262	0	-3.068636	-7.584526	4.51589	0.007614146	0.001313842
263	1	-3.530996	-8.087897	4.556901	0.001109503	0.003717409
264	0	-4.335746	-8.802179	4.466433	0.009004768	0.004868934
265	1	-3.888706	-8.397403	4.508697	0.003891314	0.005756045
266	0	-4.525522	-8.992224	4.466702	0.007128312	0.006718515
267	1	-2.911495	-7.461077	4.549582	0.002636885	0.002921921
268	0	-7.642974	-11.94273	4.299754	0.01632826	0.01421336
269	1	-5.034628	-9.490729	4.456101	0.005853968	0.009052954
270	0	-9.810183	-13.99993	4.189744	0.01234987	0.02919269
271	1	-4.5631	-9.053438	4.490338	0.003582441	0.007900824
272	0	-10.11049	-14.24002	4.129532	0.02371643	0.02384741
273	1	-6.317616	-10.69073	4.373116	0.01298002	0.01022544
274	0	-4.361654	-8.830599	4.468945	0.007973262	0.005649264
275	1	-4.237335	-8.731107	4.493772	0.004365656	0.006774186
276	0	-3.54314	-8.046569	4.50343	0.006556867	0.003617197
277	1	-3.607286	-8.100146	4.49286	0.009458413	0.001772651
278	0	-3.105141	-7.652935	4.547794	0.002319112	0.003418553
279	1	-5.427891	-9.846293	4.418402	0.01713242	0.001544395
280	0	-3.344199	-7.865352	4.521153	0.004478461	0.003923297
281	1	-5.62096	-10.0253	4.40434	0.0153139	0.004769109
282	0	-3.120952	-7.634328	4.513376	0.007899038	0.0012804
283	1	-4.076327	-8.549289	4.472962	0.01104218	0.002178669
284	0	-3.188864	-7.698767	4.509903	0.008400708	0.001126043
285	1	-7.662421	-11.97566	4.31324	0.02477979	0.004413233
286	0	-3.188833	-7.698132	4.509299	0.008733599	0.0008535546
287	1	-2.744055	-7.278499	4.534445	0.00541798	0.001654584
288	0	-4.218998	-8.687135	4.468137	0.01347515	0.0002281569
289	1	-2.787896	-7.346955	4.55906	0.002127144	0.002483924
290	0	-2.117003	-6.67479	4.557787	0.004540087	0.0001982367
291	1	-2.306672	-6.894971	4.588299	0.001140366	0.0005467965
292	0	-1.884763	-6.460334	4.575571	0.002894429	6.546165e-05
293	1	-1.98853	-6.574616	4.586086	0.001717402	0.0001910126
294	0	-3.101526	-7.613206	4.51168	0.009317483	3.152122e-05
295	1	-4.732443	-9.180978	4.448535	0.01538486	0.0002786932
296	0	-3.473819	-7.970779	4.49696	0.01078809	3.288068e-05
297	1	-6.039353	-10.43721	4.397861	0.02019949	0.0005314441
298	0	-3.974029	-8.45134	4.477311	0.01232402	0.0004618939
299	1	-7.182715	-11.51476	4.332049	0.02198043	0.005331715
300	0	-2.158247	-6.723855	4.565608	0.003182179	0.0007740278
301	1	-3.316616	-7.826901	4.510285	0.006744852	0.002743654
302	0	-1.972051	-6.546993	4.574942	0.002702686	0.0003201205
303	1	-2.769006	-7.301874	4.532868	0.005589797	0.001640422
304	0	-2.169372	-6.726532	4.55716	0.004375529	0.0004255104
305	1	-5.228064	-9.697501	4.469437	0.003526181	0.01004715
306	0	-1.925157	-6.499207	4.574051	0.002942805	0.0001691577
307	1	-4.81143	-9.323518	4.512087	0.001491638	0.007816633
308	0	-3.992413	-8.469258	4.476845	0.01263853	0.000193952
309	1	-3.985985	-8.491616	4.505631	0.003895004	0.006058902
310	0	-3.536514	-8.03228	4.495766	0.009279799	0.001660573
311	1	-6.852891	-11.23515	4.382258	0.006663507	0.01562771
312	0	-2.439624	-6.994973	4.555349	0.003472829	0.001509291
313	1	-5.25095	-9.672374	4.421424	0.01332036	0.005054255
314	0	-3.99659	-8.50085	4.50426	0.004017903	0.006073143
315	1	-5.052238	-9.483306	4.431069	0.0144126	0.00299755
316	0	-2.699376	-7.258031	4.558655	0.002357709	0.002293805
317	1	-4.776448	-9.220893	4.444445	0.01458649	0.001486008
318	0	-2.605893	-7.146885	4.540992	0.004956867	0.001460947
319	1	-2.350193	-6.910753	4.56056	0.003142889	0.001318132
320	0	-3.289934	-7.798135	4.508202	0.007643095	0.002053767
321	1	-2.555126	-7.105299	4.550173	0.003718301	0.001781399
322	0	-4.090939	-8.581855	4.490916	0.005447887	0.005977534
323	1	-2.353646	-6.920231	4.566584	0.002499665	0.001358918
324	0	-2.891457	-7.423263	4.531805	0.005034842	0.002301632
325	1	-2.595085	-7.134678	4.539593	0.005305606	0.001252112
326	0	-2.789838	-7.338518	4.54868	0.003075336	0.002573676
327	1	-2.871087	-7.397305	4.526218	0.006418585	0.001476623
328	0	-2.403416	-6.973579	4.570164	0.002077693	0.001422941
329	1	-2.165655	-6.734115	4.56846	0.002830329	0.0008406822
330	0	-2.095453	-6.657741	4.562288	0.003881166	0.0004070771
331	1	-2.264853	-6.820573	4.55572	0.004148166	0.0007968577
332	0	-3.083938	-7.596568	4.51263	0.009030853	0.0002231388
333	1	-4.56625	-9.021243	4.454993	0.01481435	0.0002033733
334	0	-2.162949	-6.718665	4.555717	0.004677469	0.0002678906
335	1	-2.476482	-7.015162	4.53868	0.006490787	0.000158223
336	0	-2.333689	-6.90494	4.571251	0.002140567	0.001251384
337	1	-2.30732	-6.895561	4.588242	0.001142185	0.0005506774
338	0	-4.438805	-8.992054	4.55325	0.0005210849	0.004670962
339	1	-2.356172	-6.947966	4.591794	0.0009448527	0.0003927751
340	0	-2.411277	-6.990563	4.579286	0.001457774	0.001130675
341	1	-1.94179	-6.514743	4.572953	0.003018296	0.0002034254
342	0	-2.544805	-7.108678	4.563874	0.002276066	0.001853572
343	1	-2.447972	-6.988375	4.540402	0.006241037	0.0002357356
344	0	-3.21361	-7.753252	4.539642	0.002758637	0.003794151
345	1	-2.733325	-7.262723	4.529398	0.006807258	0.000769968
346	0	-2.869567	-7.397371	4.527803	0.00602347	0.001713208
347	1	-2.274128	-6.826936	4.552809	0.004606202	0.0006299454
348	0	-2.965109	-7.498381	4.533272	0.004405946	0.002783859
349	1	-2.767964	-7.316448	4.548484	0.003166412	0.002502206
350	0	-2.457617	-7.014197	4.55658	0.003255391	0.001603617
351	1	-2.934789	-7.46508	4.530291	0.005066262	0.002421675
352	0	-2.330098	-6.902218	4.57212	0.002078935	0.001226072
353	1	-2.35389	-6.918136	4.564246	0.00272756	0.001364864
354	0	-3.049581	-7.60001	4.550428	0.00223365	0.003240521
355	1	-3.268185	-7.802158	4.533973	0.00316363	0.003956082
356	0	-4.026571	-8.544821	4.51825	0.002550893	0.006141126
357	1	-3.839772	-8.346544	4.506772	0.004322308	0.005517506
358	0	-5.6099	-10.03393	4.424031	0.007647784	0.01046609
359	1	-7.088229	-11.42829	4.340062	0.01225375	0.01425707
360	0	-4.586756	-9.062269	4.475513	0.005270166	0.007695538
361	1	-6.153843	-10.57288	4.419032	0.005446309	0.01316747
362	0	-6.781486	-11.15578	4.37429	0.008227662	0.01486036
363	1	-7.820381	-12.18325	4.362872	0.003966739	0.02026306
364	0	-3.87978	-8.365605	4.485825	0.00815635	0.003778134
365	1	-5.371259	-9.831535	4.460276	0.003949952	0.01053948
366	0	-3.139052	-7.654815	4.515763	0.006873945	0.002066779
367	1	-4.569809	-9.056585	4.486777	0.003933594	0.007905759
368	0	-4.565645	-9.044575	4.47893	0.004896621	0.007727377
369	1	-6.516626	-10.95877	4.442141	0.002252769	0.0140501
370	0	-4.030207	-8.54002	4.509812	0.00329601	0.006239759
371	1	-3.101517	-7.642634	4.541118	0.002928819	0.003476439
372	0	-3.230367	-7.763545	4.533178	0.003371652	0.003827518
373	1	-2.55007	-7.105006	4.554936	0.003140198	0.001883188
374	0	-3.283139	-7.795154	4.512015	0.006587691	0.002727847
375	1	-3.01474	-7.540592	4.525852	0.005437513	0.002494336
376	0	-2.439583	-6.99356	4.553976	0.00365526	0.001464132
377	1	-2.556565	-7.099127	4.542562	0.004943474	0.001317345
378	0	-3.669643	-8.175726	4.506083	0.005224723	0.004683975
379	1	-3.125742	-7.653876	4.528135	0.004441828	0.003261737
380	0	-5.416284	-9.845381	4.429097	0.00807704	0.009530327
381	1	-4.638792	-9.126024	4.487232	0.003652692	0.008141164
382	0	-2.871311	-7.405193	4.533882	0.004774548	0.002354298
383	1	-5.17687	-9.602193	4.425323	0.01459499	0.003389777
384	0	-2.936529	-7.466376	4.529847	0.005138883	0.002393449
385	1	-5.659113	-10.06122	4.402109	0.01464152	0.005664554
386	0	-4.076546	-8.581365	4.504819	0.003667907	0.00636721
387	1	-4.21159	-8.682342	4.470752	0.009144602	0.004297239
388	0	-3.333639	-7.844198	4.51056	0.00653076	0.002930297
389	1	-4.114417	-8.593567	4.47915	0.007647732	0.004954291
390	0	-6.38129	-10.74783	4.36654	0.01694748	0.006915565
391	1	-6.291318	-10.66216	4.370838	0.01627853	0.007154674
392	0	-8.155612	-12.42107	4.265462	0.02034746	0.01362338
393	1	-3.311431	-7.845617	4.534186	0.003011411	0.004087017
394	0	-6.891079	-11.23745	4.346367	0.02085024	0.00503011
395	1	-2.468525	-7.017993	4.549468	0.004195321	0.001374936
396	0	-3.132522	-7.664172	4.531651	0.003914237	0.003437708
397	1	-2.140523	-6.702496	4.561973	0.003735331	0.0005843516
398	0	-5.315676	-9.736755	4.421079	0.01139992	0.007009218
399	1	-2.29366	-6.853831	4.560172	0.003386661	0.001113199
400	0	-7.741155	-12.061	4.319843	0.01024641	0.01828628
401	1	-3.708303	-8.196462	4.488159	0.01017109	0.001530014
402	0	-6.520781	-10.87964	4.358862	0.01632843	0.00830243
403	1	-2.435738	-6.979477	4.543739	0.005473713	0.0006693709
404	0	-5.621056	-10.04326	4.422201	0.007900879	0.01039599
405	1	-2.212911	-6.769936	4.557025	0.004181709	0.0006328029
406	0	-6.931424	-11.2919	4.360475	0.009481117	0.01498837
407	1	-2.323209	-6.888323	4.565114	0.002725498	0.001280135
408	0	-5.794013	-10.19972	4.405705	0.009942362	0.01000413
409	1	-2.447723	-7.011775	4.564052	0.002494995	0.001616781
410	0	-4.264841	-8.748429	4.483588	0.00569307	0.006465116
411	1	-2.945749	-7.501328	4.555579	0.002061747	0.002897393
412	0	-4.287514	-8.757133	4.46962	0.008554553	0.005000505
413	1	-3.786843	-8.329444	4.542601	0.001435802	0.004821078
414	0	-2.881698	-7.423391	4.541693	0.003580545	0.00276717
415	1	-3.140547	-7.721491	4.580944	0.0006611285	0.001761531
416	0	-6.770525	-11.12144	4.350918	0.01339243	0.01203283
417	1	-4.055125	-8.611904	4.556779	0.0006674221	0.004171687
418	0	-4.436618	-8.924526	4.487907	0.004296277	0.007430034
